https://ieeexplore.ieee.org/document/10086514/,"Continuous Key Agreement (CKA) is a two-party protocol used in double-ratchet protocols such as signal. It enables continuous and synchronous key distribution that generates a fresh key to encrypt each transaction in messenger apps. It guarantees forward secrecy and post-compromise security. In recent years, the post-quantum versions of the double-ratchet protocol and CKA have been intensively stu...Show More"
https://ieeexplore.ieee.org/document/9516714/,"Efficient and quantum-resistant Post-Quantum Cryptographic (PQC) algorithms need to be built before development of large-scale quantum, which will break RSA and Elliptic Curve cryptography based existing public key infrastructure. Cryptographers are developing quantum-resistant PQC algorithms, which consist of PQC primitives. These primitives act as a basic building blocks that play a vital role i...Show More"
https://ieeexplore.ieee.org/document/9919545/,"Towards the end of the 20. century, quantum computing came into sight by the main effect of Shor's Algorithm. While this algorithm offers a solution for the factorization problem, which makes it exponentially faster, it alongside becomes a critical threat for the encryption schemes since mostly their security mechanisms rely on the difficulty of integer factorization or discrete log problems. Desp...Show More"
https://ieeexplore.ieee.org/document/10035120/,"Post-quantum Cryptography (PQC) is an umbrella term for cryptographic schemes based on hard mathematical problems which are resistant to attacks by quantum computers. The National Institute of Standards and Technology (NIST) initiated a PQC standardisation process in 2017, with a total of 4 algorithms selected for standardisation after round 3 and 4 undertaken for further analysis in Round 4 in 20...Show More"
https://ieeexplore.ieee.org/document/9332185/,"These days, crypto-currency is getting popular in society. Many people around the globe are using these coins for transactions. This world of crypto-currency works on the principle of exchange between different cryptocurrencies. It is observed that while exchanging currencies, we often get less amount of money compared to what we hope for, as exchange rates are volatile, and they increase if a con...Show More"
https://ieeexplore.ieee.org/document/9511134/,"Internet of Things (IoT) sensor nodes are placed ubiquitously to collect information, which is then vulnerable to malicious attacks. For instance, adversaries can perform side channel attack on the sensor nodes to recover the symmetric key for encrypting IoT data. Refreshing the symmetric key frequently can reduce the risk of compromised keys. However, the number of sensor nodes connected to the g...Show More"
https://ieeexplore.ieee.org/document/9238630/,"Current public-key cryptography systems are vulnerable to quantum computing based attacks. Post-quantum cryptographic (PQC) schemes, based on mathematical paradigms such as lattice-based hard problems, are under consideration by NIST as quantum-safe alternatives. Profiling of several latticebased cryptography algorithms reveals that polynomial multiplication and random number generation are the mo...Show More"
https://ieeexplore.ieee.org/document/9023645/,"With the development of quantum computer, some cryptographic algorithms which are based on integers factorization and discrete logarithm become unsafe. Therefore it is necessary to research post-quantum cryptographic algorithms. In this paper, we mainly study post-quantum (authenticated) key exchangeprotocols. Especially, wefocusonlattice-basedprotocols where hard problem assumption can be reduced...Show More"
https://ieeexplore.ieee.org/document/10090300/,"In July 2022, among the finalists for the fourth round of NIST's post-quantum public key cryptography, lattice-based algorithms using NTT to implement polynomial multiplication are CRYSTALS-KYBER and CRYSTALS-Dilithium. Therefore, in this paper, we design an efficient structure for polynomial multiplication based on the 2KNTT method for the purpose of improving the practical performance and ...Show More"
https://ieeexplore.ieee.org/document/9748834/,The importance of PQC (Post-Quantum Cryptography) is highly emphasized according to the advancement of quantum computing technology and emergence of Shor's algorithm. Various PQC algorithms are developed but their high computational complexity makes implementation challenging. Dedicated hardware accelerator lacks flexibility to new algorithms and software implementation requires high execution tim...Show More
https://ieeexplore.ieee.org/document/10133270/,"The Number-Theoretic Transform (NTT) is a key feature for the efficiency of numerous lattice-based cryptographic schemes. The arithmetic structure of that operation makes it an important target for soft-analytical side-channel attacks, that are powerful single-trace side-channel attacks exploiting known arithmetic structure to improve noise tolerance. Among others, Pessl et al. used the belief-pro...Show More"
https://ieeexplore.ieee.org/document/9286147/,"We discuss the Post Quantum Cryptography algorithms for key establishment under consideration by NIST for standardization. Three of these, Crystals- Kyber, Classic McEliece and Supersingular Isogeny based Key Encapsulation (SIKE), are representatives of the three classes of hard problems underlying the security of almost all 69 candidate algorithms accepted by NIST for consideration in round...Show More"
https://ieeexplore.ieee.org/document/9517882/,"We consider a key encapsulation mechanism (KEM) based on Module-LWE where reconciliation is performed on the 8-dimensional lattice $E_{8}$, which admits a fast CVP algorithm. Our scheme generates 256 bits of key and requires 3 or 4 bits of reconciliation per dimension. We show that it can outperform Kyber in terms of the modulus $q$ with comparable error probability and similar requirements ...Show More"
https://ieeexplore.ieee.org/document/9834501/,"In some lattice-based cryptosystems, the encryption and decryption processes can be interpreted as a noisy communication channel. In this work, we focus on cryptosystems based on the ring learning with errors (RLWE) and module learning with errors (MLWE) problems, e.g. Kyber. We provide new coding schemes for the communication channel involved in these cryptosystems. For encoding we use an e...Show More"
https://ieeexplore.ieee.org/document/9970295/,"Several cryptosystems based on the Ring Learning with Errors (RLWE) problem have been proposed within the NIST post-quantum cryptography standardization process, e.g., NewHope. Furthermore, there are systems like Kyber which are based on the closely related MLWE assumption. Both previously mentioned schemes result in a non-zero decryption failure rate (DFR). The combination of encryption and...Show More"
